id,title,body,created_at,rate,recommendation_status,is_buyer,product_id,advantages,disadvantages,likes,dislikes,seller_title,seller_code,true_to_size_rate
13572364,هزینه به صرفه,قیمت که خوبه. بسته بندیش هم خوب بود.,24 آبان 1399,4.6,recommended,True,1775698,['بوی خوب'],,0,0,آفرشاپ,5AAGZ,
12526558,واسه داخل ماشین خوبه,فقط بدرد ماشین میخوره,16 مهر 1399,3.0,no_idea,True,1775698,,,0,0,آفرشاپ,5AAGZ,
12276214,اسوری بدن,یه ست خوب و عالی,7 مهر 1399,0.0,recommended,True,1775698,,,0,0,آفرشاپ,5AAGZ,
12107809,اصلا بوی خوبی نداره,اصلا بوی خوبی نداره,31 شهریور 1399,3.0,no_idea,True,1775698,,,0,0,آفرشاپ,5AAGZ,
11974841,,این اسپری رایحه ی تلخ با ماندگاری خوبی دارد,27 شهریور 1399,4.0,recommended,True,1775698,"['بوی تلخ\r', 'نسبت به قیمت ماندگار']",,0,0,آفرشاپ,5AAGZ,
23137705,بندعینک لاچو,خیلی خوب بود و راضیم بسته بندی عالی  بازم از لاچو خرید میکنم,28 تیر 1400,4.0,recommended,True,2424637,"['کیفیت خوب', 'سبک', 'زیبا']",,0,0,فروشگاه لاچو,A9ZRJ,
22585391,,بسیار بند عینک با کیفیته ممنون از این برند,12 تیر 1400,3.0,recommended,True,2424637,,,0,0,فروشگاه لاچو,A9ZRJ,
22091030,جذاب,هم بسته بندیش عالی بود همه خودش خوبه من خیلی دوسش دارم ,29 خرداد 1400,3.0,recommended,True,2424637,,,0,0,فروشگاه لاچو,A9ZRJ,
22028586,,بسيار زيباست,27 خرداد 1400,4.0,recommended,True,2424637,,,0,0,فروشگاه لاچو,A9ZRJ,
21643426,,نسبت به قیمت خوبه,16 خرداد 1400,3.0,recommended,True,2424637,,,0,0,فروشگاه لاچو,A9ZRJ,
21275723,بند عینک,خیلی خوشگله خوشم اومد برای عینک مطالعه ضروریه بنظرم  توپیشنهاد ویژه واقعا عالیه  بخرید پشیمون نمیشید,6 خرداد 1400,5.0,,False,2424637,,,0,0,,,
21017435,بند عینک,خیلی زیبا و محکم هست مثل همه محصولات لاچو خوبه,30 اردیبهشت 1400,0.0,recommended,True,2424637,"['زیبا', 'اندازه مناسب']",,1,0,فروشگاه لاچو,A9ZRJ,
20481323,خووبه,خوووبه,17 اردیبهشت 1400,3.0,recommended,True,2424637,['عالی'],['ندارد'],1,0,فروشگاه لاچو,A9ZRJ,
20081495,مانند عکس,"عالی واقعا خرید از دیجی کالا خیلی لذت بخشه.
مخصوصا وقتی وسیله سفارش داده شده از عکس هم قشنگ تر باشه.
توصیه میکنم.",8 اردیبهشت 1400,0.0,recommended,True,2424637,"['واقعا زیبا\r', 'مانند عکس\r', 'برای هر سن و سلیقه']",['ندارد'],0,0,فروشگاه لاچو,A9ZRJ,
19945038,زیبا,خوشگله قیمتش هم مناسبه ,5 اردیبهشت 1400,5.0,recommended,True,2424637,,,1,0,فروشگاه لاچو,A9ZRJ,
19438672,,خوشگل بودش من خیلی خوشم امد شما هم بگیریدش,24 فروردین 1400,4.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
19187564,عالی واسه هدیه,"واسه مامانم هدیه خریدم عالیه
خوشش اومد",18 فروردین 1400,5.0,recommended,True,2424637,,,1,0,فروشگاه لاچو,A9ZRJ,
18858052,,خیلی خوب و کاربردی,7 فروردین 1400,3.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
18674398,بند عینک,راضی ام خیلی زیبا بود فقط باید مراقب باشید به لباس گیر نکنه که میپوکه,30 اسفند 1399,3.0,recommended,True,2424637,['زیبا '],['اگه گیر کنه میپوکه'],1,0,فروشگاه لاچو,A9ZRJ,
18293651,رضایت کامل,من خیلی راضی بودم,20 اسفند 1399,3.0,recommended,True,2424637,,,1,0,فروشگاه لاچو,A9ZRJ,
18067172,,خوشگله توصسیه میکنم تو تخفیف ها بخرین,15 اسفند 1399,5.0,recommended,True,2424637,,,1,0,فروشگاه لاچو,A9ZRJ,
15823424,عالی بود,خیلی شیک و زیباست ولی رنگ بندی نداره و قیمتش در فروش ویژه عالیه,19 دی 1399,0.0,recommended,True,2424637,,,1,0,فروشگاه لاچو,A9ZRJ,
13215573,,خیلی خوب و شیک است. درصورت نیاز بخرید ,12 آبان 1399,4.0,recommended,True,2424637,,,0,0,فروشگاه لاچو,A9ZRJ,
12391377,,زیباست و من دوستش دارم امیدوارم جنسشم خوب باشه ,11 مهر 1399,4.0,recommended,True,2424637,,,2,0,فروشگاه لاچو,A9ZRJ,
12281722,پیشنهاد میکنم,خیلی خوشکله,7 مهر 1399,0.0,recommended,True,2424637,,,0,0,فروشگاه لاچو,A9ZRJ,
12160146,,کیفیت خوب و زیباست,2 مهر 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
12141114,زیباو ظریف,از خریدم راضی هستم,2 مهر 1399,0.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
12102002,,خیلی نسبت به قیمتش میارزه,31 شهریور 1399,4.4,recommended,True,2424637,,,1,0,لاچو,A67YH,
11822405,خیلی خوب بود,زیباااااااااااا,22 شهریور 1399,3.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
11743021,بند عینک,هدیه زیبا و مناسب برای خانم ها,19 شهریور 1399,0.0,recommended,True,2424637,['طراحی مناسب '],,1,0,لاچو,A67YH,
11641859,,بسیار زیبا و شکیل,16 شهریور 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
11572264,بند عینکی زیبا,خیلی نسبت به قیمت بیرون مناسب بود. جنسش هم خوبه,13 شهریور 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
11487720,عالی و عالی,خوب و شیک بود. مورد پسند خواهرم بود. باتشکر از دیجی,10 شهریور 1399,0.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
11271623,قشنگه,خیلی قشنگه و با کیفیت,2 شهریور 1399,0.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
11027475,خوشگل بود,خوبه من دوست دارم,25 مرداد 1399,4.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
10995301,,مثل عکس زیبا و دلربا ولی یکم وزنش   سنگینه,23 مرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10947620,خیلی خوشگله,برای مادرم خریدم . خیلی خوششون اومد. راضی ام.,22 مرداد 1399,3.0,,False,2424637,"['زیبا . مانند عکس\r', 'باکیفیت\r', 'اصل']",['ندارد'],0,0,,,
10903652,بندزیبا,خیلی زیباست وقیمتش خیلی خوبه ممنون ازدیجی کالا,20 مرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10881117,,"پس از مدتی استفاده محل فلزی کوچک متصل به عینک جدا شد
در کل از جنس مرغوبی تهیه شده فقط انتهای کار دقت نشده",20 مرداد 1399,4.1,no_idea,True,2424637,['بسیار زیبا'],['گیره های نگهدارنده ضعیف'],1,0,لاچو,A67YH,
10780387,قیمت,قیمتش خیلی عالیه و اینکه کیفیت بسیار خوبی داره,16 مرداد 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10728361,عمر کم,بعد از یک ماه پاره شد واقعا از سیم نازکی برای ساخت استفاده شده,14 مرداد 1399,3.0,no_idea,True,2424637,,,0,0,لاچو,A67YH,
10725556,,قشنگه و شیک,14 مرداد 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10725551,قدر دانی,خیییلی ممنون,14 مرداد 1399,0.0,recommended,True,2424637,['زیبایی وکیفیت واصل بودن کالا'],['ندارد'],0,0,لاچو,A67YH,
10696657,,زیبا و شیک بود از تصویرش خیلی زیباتر و براق تر بود,13 مرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10636945,عالی,من که رازیم عالیبود مرسی از دیجی کالا,11 مرداد 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
10617803,,زیبا و مناسب با وزنی مقبول,10 مرداد 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10615244,بسیار زیبا,هدیه گرفتم با بسته بندی زیبا شبیه جواهر,10 مرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10573084,مطمئن نیستم,کلا این طرح ها اگر موی بلندی دارید انتخاب نکنید چون اذیتتون میکنه,9 مرداد 1399,3.0,no_idea,True,2424637,,,0,0,لاچو,A67YH,
10485783,,زیبا و شکیل,6 مرداد 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10367267,,بسیار زیبا و با کیفیت بود,2 مرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10176406,,"خیلی شیک و قشنگه. توی شگفت عالیه
بسته بندی خیلی خوبی داره",26 تیر 1399,4.7,recommended,True,2424637,,,0,0,لاچو,A67YH,
10151017,بند عینک,بسیار زیبا,25 تیر 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10115469,,مناسب,24 تیر 1399,0.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
10081537,زیبا,زیبا و درست مثل عکس بود,22 تیر 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9950751,بند عینک,زیباست و ارزش خرید داره,18 تیر 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9903407,,خیلی خیلی زیباست قیمتش مناسبه ممنون از دی جی کالا,16 تیر 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9863827,حتما پیشنهاد میکنم,خیلی زیباست برا دخترم گرفتم خیلی خوشش اومد ..چشمگیر و زیبا,14 تیر 1399,3.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
9834380,هدیه و کاربردی,خیلی خوبه,13 تیر 1399,0.0,recommended,True,2424637,['زیبا'],['نداره'],0,0,لاچو,A67YH,
9806788,,خیلی خیلی خوب و زیبا بودش و هستش,12 تیر 1399,3.0,recommended,True,2424637,"['شیک \r', 'با کلاس\r', 'بسته بندی شکیل \r', 'جنس خوب ']",['نداشت '],0,0,لاچو,A67YH,
9711836,,"برای خواهرم گرفتم که خیلی خوشش اومد
طرحشم مثل عکسه حتی زیباتر",9 تیر 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9623224,بند عینک,"خیلی خیلی خوشگله.
دقیقا مثل عکسشه.
ممنون از دیجی کالا.",5 تیر 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
9533480,,"برای مامانم سفارش دادم خیلی خوشش اومد
پیشنهاد میکنم",2 تیر 1399,3.0,recommended,True,2424637,['زیبا و بادوام'],['ندارد'],0,0,لاچو,A67YH,
9527506,,کیفیت خوبی داره و قیمتش مناسبه,2 تیر 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9353876,زیباست,خیلی خوشگله وطراحی زیبایی داره از خریدنش پشیمون نمیشید,27 خرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9322232,بند عینک,"زیبا و بادوام
و نسبت به قیمت بازار نصف قیمت بود",26 خرداد 1399,0.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9312973,پیشنهاد میشه,کیفیتش عالیههههه و خیلی هم زیباست,26 خرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9259464,بند عینک,خیلی شیک و با ظرافته,24 خرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9238375,,فقط گرونه مگر نه خوبه,23 خرداد 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9227071,بندعینک,خوبه هم ظاهرش و هم کیفیتش,23 خرداد 1399,0.0,recommended,True,2424637,['کیفیت و زیبایی'],,0,0,لاچو,A67YH,
9175021,,تو تخفیف خریدم و راضیم,21 خرداد 1399,4.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
9165136,.,کیفیت خوبی داره و توی شگفت انگیز می ارزه,20 خرداد 1399,2.6,recommended,True,2424637,,,0,0,لاچو,A67YH,
9024332,,یه جنس متوسطیه....,15 خرداد 1399,3.0,,False,2424637,,,0,0,,,
8974931,,بسیار زیباست,13 خرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
8920979,,خیلی خوب بود دیگه عینک گم نمیشه,11 خرداد 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
8614516,بسیار شیک و فوق العاده,گیره بند که به عینک وصل میشه مشکی رنگ بود که بسیار کار رو شیک تر و جذاب تر کرده,29 اردیبهشت 1399,5.0,recommended,True,2424637,"['طراحی\r', 'ترکیب رنگ\r', 'جنس با کیفیت']",,0,0,لاچو,A67YH,
8567101,,خیلی قشنگه و ناز وظریف کار شده دوسش دارم,27 اردیبهشت 1399,5.0,recommended,True,2424637,,,0,0,لاچو,A67YH,
8383338,خوشکله,از بیرون ارزونتره و زیباست فقط عینک منو خط انداخت از نظر زیبایی واقعا قشنگه,21 اردیبهشت 1399,4.0,,False,2424637,,,1,0,,,
8143688,عالی,کیفیت خوبی داره,14 اردیبهشت 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
8060483,معمولی,"قشنگه !
یه کمی از مهره های طلاییش سیاه شده که نشون میده احتمالا مهره هاش سیاه بشه",11 اردیبهشت 1399,3.0,no_idea,True,2424637,,,0,0,لاچو,A67YH,
7997059,فاطمه,از خریدم واقعا راضی ام خیلی  زیبا و شیکه,9 اردیبهشت 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
7782377,,واقعا شیکه وقشنگ,2 اردیبهشت 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
7592003,زیباس,از خریدم راضیم,27 فروردین 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
7280584,,"وای خیلی عینکمو قشنگ
تر کرده",17 فروردین 1399,5.0,recommended,True,2424637,,,1,0,لاچو,A67YH,
7203080,,بسیار عالی,13 فروردین 1399,4.3,recommended,True,2424637,,,1,0,لاچو,A67YH,
7094543,خوشگل,خیلی زیباست و بسیار ارزان تر از بیرون بود,8 فروردین 1399,5.0,,False,2424637,,,1,0,,,
6987502,,همون چیزی رو میگیری که میبینی و انتظارش رو داری,3 فروردین 1399,3.0,recommended,True,2424637,,,2,0,لاچو,A67YH,
49227184,عالی,من خیلی وقته ازش استفاده میکنم واسه کسانی که پوست خشک و حساس دارند خیلی خوبه و نرم می‌کنه پوست رو,24 اردیبهشت 1402,5.0,recommended,True,811820,,,0,0,کاسکو طلا,EEWMG,
34519349,ارسال اشتباه بود,بجای شامپو بدن ، شامپو مو ارسال شده بود ، مرجوع کردم,15 اردیبهشت 1401,0.0,,True,811820,,,0,0,امید پخش نوین,AZMJ4,
51216585,,خوبه,13 تیر 1402,5.0,recommended,True,4873207,,,0,0,تموز,CCPWP,
50909106,,عالللللییییییییه,5 تیر 1402,5.0,recommended,True,4873207,,,0,0,لاچو و باراج من,9PDUY,
53600303,,خوب,20 شهریور 1402,4.0,recommended,True,9168066,,,0,0,پخش اورین,AYD6C,
50876389,,عالی بود و اصل بود,4 تیر 1402,5.0,,False,9168066,,,0,0,,,
48395566,خیلی عالیه,خیلی خوب هستش ریرش موهام بعد از یک بار استفاده نصف شده و کاملا مرغوب و اصل هستش واقعا از دیجیکالا خیلی ممنونم که خیلی سریع و به موقع کالا رو دقیقا مشابه کالای اصلی برام اوردن,30 فروردین 1402,5.0,recommended,True,9168066,"['بعد از یک بار استفاده به طور کامل ریزش موهام قطع شد \r', 'اصل هستش\r', 'باعث نرمی مو هم میشه\r', 'غلیظ هستش\r', 'در کل واقعا عالیه']",['نداره'],0,0,پخش اورین,AYD6C,
45166394,شامپو,شامپو,12 بهمن 1401,4.0,,False,9168066,"['باعث تثبیت رنگ مو میشه \r', 'بدون سولفات \r', 'خوشبو \r', 'نسبت به قیمتش اینکه رنگ مورو خراب نمیکنه و بدون سولفات هست ارزش خرید داره ']",,0,0,,,
43912762,تقلبی,لطفا اصل کالا رو بیارید متشکر,14 دی 1401,2.0,not_recommended,True,9168066,,,0,0,پخش اورین,AYD6C,
40666456,خوبه,"فقط مشکلش اینه که کف نمیکنه 
رنگ مو رو به هیچ وجه خراب نمیکنه",26 مهر 1401,4.0,recommended,True,9168066,,,1,0,ای میکاپ استور,EAY4T,
36986724,,من موهام رو کراتین کردم و بعد از حمام ازش یک سال هست که استفاده میکنم و به نظرم خیلی خوبه,26 تیر 1401,4.0,recommended,True,8435910,,,0,0,برونیا,ECTG5,
45700769,عالی,عالی,25 بهمن 1401,5.0,recommended,True,2170770,,,0,0,دیجی‌کالا,5A52N,
45690657,,خوب بود,24 بهمن 1401,5.0,,True,2170770,,,0,0,بازرگانی سانای,ESZEV,
49765218,,با کیفیت,9 خرداد 1402,4.0,recommended,True,10739720,,,0,0,دیجی‌کالا,5A52N,
49707145,سایز کوچیک,سایزش اندازه xl,7 خرداد 1402,2.0,no_idea,True,10739720,,,0,0,دیجی‌کالا,5A52N,
49645597,,خیلی عالی و مناسب این دورانه,5 خرداد 1402,4.0,recommended,True,10739720,,,0,0,دیجی‌کالا,5A52N,
49619410,بسیار عالی,اونقدر جذبش بالاست که باور نکردنی هست و خیلی خوش بو,5 خرداد 1402,5.0,recommended,True,10739720,,,1,0,دیجی‌کالا,5A52N,
53600556,عالی ,من این محصول رو خیلی دوست دارم پوست رو روشن میکنه,20 شهریور 1402,5.0,recommended,True,4036462,,,0,0,بنی,6Y5UK,
21179752,لطفا بصورت تک هم بزارید,بصورت  تکی  هم موجود کنیدلطفااااا ممکنه بعضیا تکی بخوان سفارش بدن وبعضیا دوتایی خب تکی هم موجودبشه لطفااااااا,4 خرداد 1400,5.0,,False,4036462,,,3,0,,,
54436428,,هم قشنگه هم با کیفیت ,17 مهر 1402,5.0,recommended,True,6848417,,,0,0,شاران هوم,CE52Y,
53303904,عالی,من خوشم اومد,12 شهریور 1402,4.0,recommended,True,6848417,,,0,0,شاران هوم,CE52Y,
52244801,عالی,خیلی نرم و راحت و اصلا پرز نمیده,11 مرداد 1402,0.0,recommended,True,6848417,,,0,0,شاران هوم,CE52Y,
51908217,,عالی بود ,31 تیر 1402,5.0,recommended,True,6848417,,,0,0,تولیدی شاران هوم,ARZCC,
51553900,توی عکس قشنگ تر هست,نرم هست ولی انگار ب این قیمت گرونه,21 تیر 1402,4.0,no_idea,True,6848417,,,0,0,شاران هوم,CE52Y,
50117682,,"زیباست ولی پرز میده زیاد اشغال توش گیر می کنه تمیز کردنش خیلی سخته بعد از مدتی هم که پا میخوره اوز زیبایی رو از دست می ده با تمام اینا دوستش دارم راضیم
سه تا هم خریدم گرد و دو تا کوچیک بزرگ",18 خرداد 1402,4.0,recommended,True,6848417,,,0,0,شاران هوم,CE52Y,
49734639,,واقعا عالی بود توصیه میشه حتما بخرید,8 خرداد 1402,5.0,,False,6848417,,,0,0,,,
49051833,خیلی خوشگله,میارزه به قیمتش خیلی هم نرمه,18 اردیبهشت 1402,5.0,recommended,True,6848417,,,1,0,شاران هوم,CE52Y,
47772943,علی,به دوستان پیشنهاد میکنم,14 فروردین 1402,5.0,,True,6848417,,,1,0,شاران هوم,CE52Y,
47164305,خوب و لی بعدازشستشو تو هم میره,زیبا وشیک ومدرن,25 اسفند 1401,4.0,recommended,True,6848417,,,1,0,شاران هوم,CE52Y,
46843029,قالیچه,"چیز خوبیه 
یه فضایی بین مبل و فرش ها بود اینو گذاشتم
عکس هم گذاشتم امیدوارم کمکتون کنه",19 اسفند 1401,4.0,recommended,True,6848417,"['نرم\r', 'لیز نمیخوره']",,2,0,شاران هوم,CE52Y,
46060000,,نرم و قشنگ ,4 اسفند 1401,5.0,recommended,True,6848417,,,1,0,شاران هوم,CE52Y,
45704734,زیبا و کار آمد,از خریدم پشیمون نیستم,25 بهمن 1401,4.0,,True,6848417,,,0,0,شاران هوم,CE52Y,
44521496,پیشنهاد می‌کنم ,خیلی عالیه,28 دی 1401,5.0,recommended,True,6848417,,,1,0,شاران هوم,CE52Y,
43321083,خوب بود ,من راضی بودم فقط زیاد پرز میده ,30 آذر 1401,4.0,recommended,True,6848417,,,0,0,شاران هوم,CE52Y,
42284612,فرش,"انتظار داشتم قُطر اسفنجش بیشتر باشه 
اما تو بازار مثلش رو پیدا نکردم 
عالیه و من رضایت دارم 
تشکر از تولید کننده داخلی 
گرفتم برا جلوی سینگ ظرفشویی",4 آذر 1401,5.0,recommended,True,6848417,,,1,0,شاران هوم,CE52Y,
41637652,,تبلیغاتش دروغه-نخرید,17 آبان 1401,1.0,not_recommended,True,6848417,,,0,1,شاران هوم,CE52Y,
41249634,,"عالی
قشنگ 
خوووووب",9 آبان 1401,5.0,,True,6848417,,,1,0,شاران هوم,CE52Y,
39935013,,چیز خوبیه و فوق العاده شیک و قشنگه,8 مهر 1401,4.0,,True,6848417,,,1,0,شاران هوم,CE52Y,
39376851,عالی,عالییی.        ,27 شهریور 1401,5.0,recommended,True,6848417,['عالی'],,1,0,شاران هوم,CE52Y,
38450559,خوب,خوبه نرم و حس خوبی میده وقتی روش پا میزارم تا حدی پرز میده,4 شهریور 1401,4.0,recommended,True,6848417,,,0,0,شاران هوم,CE52Y,
32480231,,من موضوشو خوشم نیومد،ولی در کل کتاب خوبی بود برای همه,17 اسفند 1400,0.0,no_idea,True,3639723,,,3,0,وستا بوک,C5DRZ,
32420948,تختخوابت رو مرتب کن,سرگرم کننده است,15 اسفند 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
32344942,کتاب,کتاب خوب و مختصر و مفیدیه، ترجمش هم خوبه,13 اسفند 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
32280725,,خوب,11 اسفند 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
32222224,کتاب خوبی بود,از نظر کیفیت چاپ و جنس صفحات عالی بود و محتوای کتاب هم واقعا تاثیر گذار بود پیشنهاد میکنم بخونیدش حتما ,10 اسفند 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
32116688,عالی,کدوم کتابی هست که بد باشه؟؟,8 اسفند 1400,0.0,recommended,True,3639723,,,4,0,انتشارات السانا,CAEY2,
31846863,کتاب,به صورت داستانی بیان شده,2 اسفند 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31745801,,کتاب خیلی خوب با قیمت مناسب,30 بهمن 1400,0.0,,False,3639723,,,3,0,,,
31669276,عالی,عالی,28 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31661148,کتاب,راجب کتاب نمیتونم نظر بدم هنوز نخوندم ولی همه چیز این کتاب عالی هست.,28 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31645561,,"کتاب قشنگیه من دوستش داشتم
فقط کیفیت چاپش خیلی جالب نیست! ",28 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31604177,,خوب بود,27 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31506154,جالب بود ,خوب ,25 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31425126,,کتاب انگیزشیِ خوبیه؛ پیشنهاد میکنم حتما بخونید؛,23 بهمن 1400,0.0,recommended,True,3639723,,,3,0,وستا بوک,C5DRZ,
31420411,,کتابی خوب برای داشتن زندگی موفق,23 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31402420,,"خوب
",23 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
31392912,,به نظر من هرکتابی ارزش یکبار خوندن را داره,23 بهمن 1400,0.0,recommended,True,3639723,,,5,0,انتشارات السانا,CAEY2,
31334767,عالئیییی,به نظر من بخرید,22 بهمن 1400,0.0,recommended,True,3639723,,,3,0,انتشارات السانا,CAEY2,
53165459,خوبه,خوبه بزرگه ,8 شهریور 1402,5.0,recommended,True,6436304,,,0,0,استودیو هنری ژانو,EG9XA,
51014622,,این لاک خیلی خوشرنگه در خریدش شک نکنید ولی فروشنده لاک خیلی بد بسته بندی کرده بود و بخشی از لاک سر رفته بود,8 تیر 1402,3.0,recommended,True,9369104,['رنگ خوب'],,0,0, شاپ حاتم,CK9ND,
29354951,کیفیت چاپ,"پیشنهاد میکنم که بخرین چون به درد همه ی ماها میخوره کیفیت جنسشم خیلی عالی هست
جلدش رو خیلی دوست داشتم",4 دی 1400,0.0,recommended,True,3639723,,,4,0,انتشارات السانا,CAEY2,
37000578,فرش ماشینی هوم طرح خز پرز بلند مدل اسفنج دار,واقعا تعجب میکنم به خاطر این نظرات مثبت!!!!!!!من به خاطر توصیه دوستان خریدم.ولی در عرض ۵ روز کل خونه پر از پرز شد که باعث شد سریع مرجوعش کنم,27 تیر 1401,2.0,,False,6848417,"['به خاطر چرم زیرش اصلا سر نمی خوره\r', 'به خاطر اسفنج زیرش بسیار نرم\r', 'بسیار زیبا']",['خیلی خیلیییییی پرز میده که باعث شد مرجوعش کنم'],1,0,,,
52771044,ارسال کالای بد,واقعا خود دیجی کالا متعجبم کردم !! وقتی فروشنده خود دیجی کالا هست ، این اولین بار بود کالای اینطوری برام ارسال کرد ، من نظرات و عکسهای خریداران رو دیده بودم که اکثرا از درب محصول نصف محتویات یا همش ریخته بود داخل درب محصولی وقتی باز میکنی اما فکر نمی کردم که وقتی فروشنده خود دیجی کالا باشه برام کالای معیوب بفرسته !,27 مرداد 1402,1.0,not_recommended,True,3358296,,,1,0,دیجی‌کالا,5A52N,
49374163,نوار بهداشتی,معطر میباشد و با نمونه های خارجی برابری دارد,28 اردیبهشت 1402,5.0,recommended,True,10739720,,,0,0,دیجی‌کالا,5A52N,
45673328,,عالی,24 بهمن 1401,5.0,,True,2170770,,,0,0,دیجی‌کالا,5A52N,
23811884,مناسب برای نظم دادن به کفش هایی که کمتر استفاده می شوند,"برای کسانی که منظم هستند و میخواهند کفش ها را از خاک خوردن و روی هم تلنبار شدن نجات دهند، بسیار گزینه ی مناسبی است .
خیلی نمی دانم بعد از شست و شوی کاور چه اتفاقی برایش خواهد افتاد ولی از جنسش میتوانم حدس بزنم که میتوان چند باره آن را شست و از آن استفاده نمود.
پ.ن: من حتی مجاب شدم یک بار دیگر هم خرید کنم تا تمامی کفش هایم منظم باشند و هم برای گذاشتن کفش در چمدانم هم دچار دردسر نشوم
پ.ن دوم: خیلی نیاز نیست به زور با کاور برخورد کنید چون احتمال دارد که زیپ در برود یا حتی درزهایش باز شود.",17 مرداد 1400,3.0,recommended,True,455033,"['جنس مناسب\r', 'وجودی توری در جلوی کاور\r', 'وجود دسته برای کاور\r', 'جا شدن حتی نیم بوت در کاور']",,9,0,ارشد,5AANH,
33389929,,عالی,14 فروردین 1401,5.0,recommended,True,811820,,,0,0,امید پخش نوین,AZMJ4,
21933424,كاور كفش,من براي بار ٥ هست كه از اين كاور ها سفارش ميدم عاليه و براي كفش بسيار مناسبه و طراحي جالبي هم داره قابل شستشو هست كه البته يكم پرزي ميشه بعد شستن ولي در كل خوبه,24 خرداد 1400,4.2,recommended,True,455033,,,0,0,ارشد,5AANH,
20488418,مناسب,نازک است,17 اردیبهشت 1400,3.0,no_idea,True,455033,,,0,0,ارشد,5AANH,
18043048,رنگ همش مشکی نبود,به نسبت کیفیتش کمی قیمتش بالاس، واسه من همه رو مشکی نفرستاد و نصفش مشکی بود، نصفشم کرم، البته مرجوع نکردم چون کفشام احتیاج به کاور داشتن,14 اسفند 1399,2.2,not_recommended,True,455033,"['کاربردی\r', 'زیبایی']","['کیفیت متوسط\r', 'قیمت بالا']",0,0,ارشد,5AANH,
16188967,کیفیت,کیفیت خوب  و کاربردی ,29 دی 1399,3.0,recommended,True,455033,,,0,0,ارشد,5AANH,
